code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,rev_151,rev_152,doc_link,source_link
LICENSE.TXT,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/README.md#L1
Linker,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/cd02c5339156456201ed02f1f0d5df7d96ceaf52/flutter/README.md#L163
MD/MDd,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/cd02c5339156456201ed02f1f0d5df7d96ceaf52/flutter/README.md#L170
MMKV,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,669,671,675,675,675,675,863,863,863,863,864,864,865,894,894,903,908,908,908,908,908,908,930,930,938,941,941,953,953,972,972,972,1038,1038,1038,1038,1038,1041,1041,1041,1041,1041,1030,1030,1030,1043,1044,1044,1044,1045,1045,1045,1108,1108,1108,1142,1142,1139,1107,1107,1107,1107,1107,1125,1127,1137,1143,1137,1137,1137,1222,1229,1231,1231,1238,1514,1515,1515,1515,1515,1515,1515,1515,1633,1642,1642,1642,1642,1669,1669,1679,1679,1679,1680,1680,1680,1810,1810,1813,1813,2072,2072,2072,2072,2073,2073,2077,2077,2079,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/WatchApp Extension/NotificationController.m#L3
MMKV.defaultMMKV(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/test/mmkv_test.dart#L26
MMKV.initialize(this),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L40
MMKV.lib,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/Win32/Win32DemoProcess/Win32DemoProcess.vcxproj#L100
MT/MTd,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L137
MainActivity,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/b02ae889e74f80d83ca498484d6bc99c1d0a53f7/readme_cn.md#L34
MyApp,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/lib/mmkv.dart#L145
NSDictionary,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/MMKVDemoTests/MMKVDemoTests.mm#L279
NSString,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,184,184,212,212,212,221,255,255,255,255,255,255,255,266,266,267,269,269,269,269,269,269,270,270,271,271,271,271,271,277,277,277,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,280,280,280,280,280,294,294,294,294,294,294,302,302,303,303,303,303,303,303,303,303,303,303,339,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,381,381,381,381,381,381,409,409,409,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/WatchApp Extension/ExtensionDelegate.mm#L65
OpenSource,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/README.md#L254
POSIX,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,12,12,12,12,12,12,13,13,14,14,14,14,14,16,18,18,18,18,24,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,24,24,24,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/pubspec.yaml#L2
SDK,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/mmkv.iml#L22
UIApplication,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/MMKVDemo/AppDelegate.m#L32
WeChat,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,14,16,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/pubspec.yaml#L2
Win32/MMKV/MMKV.vcxproj,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L128
YES,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,304,304,383,383,383,383,383,383,383,383,383,383,377,377,377,389,389,389,389,389,389,389,438,438,438,438,438,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,543,542,542,542,542,542,542,542,542,542,542,542,542,675,675,675,675,675,675,675,675,675,675,675,675,689,689,689,689,689,689,689,689,689,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/WatchApp/Base.lproj/Interface.storyboard#L2
aY5BAtRiO1BpoHxo,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L247
add_subdirectory(mmkv/POSIX/src mmkv),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L189
android_benchmark,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/cd02c5339156456201ed02f1f0d5df7d96ceaf52/flutter/README.md#L74
android_setup,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/CHANGELOG.md#L65
android_tutorial,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/cd02c5339156456201ed02f1f0d5df7d96ceaf52/flutter/README.md#L69
apply,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,52,52,52,52,52,52,52,52,52,52,52,52,52,44,44,44,44,44,44,44,44,45,45,46,46,46,46,46,46,46,46,46,46,46,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/example/android/settings.gradle#L11
bValue,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/iOS/MMKVDemo/MMKVDemoTests/MMKVDemoTests.mm#L402
build.gradle,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/README.md#L86
cd,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/flutter/android/gradlew#L59
"decodeBool(""bool"")",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README.md,https://github.com/Tencent/MMKV/blob/fe34d4e0d147c9e6c1934e7dec26994ae98a9da6/README_CN.md#L55
