code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,doc_link,source_link
RC,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,1,1,1,1,1,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/examples/round_robin/pru0-round-robin.p#L74
SELECT,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,6,6,6,6,6,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L248
SMA,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,4,4,4,4,4,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L1587
USB,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,0,0,0,0,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L29
dma_alloc_coherent,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/Performance.md#L41
microUSB,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/Performance.md#L60
round_robin,wiki,Performance.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/Performance/de3a45ab2b5cbcd5695620c14d63bec23d4600f1,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/Performance.md#L17
/dev/beaglelogic,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,4,4,-,-,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/b0289d89010ffe97129b3d559f56488b11ca4423/src/BeagleLogic/beaglelogic-prudaq-setup.sh#L20
00A0,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,11,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/setup.sh#L33
00Hz,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,1,1,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/examples/self_test/README.md#L70
10MSPS,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L51
1V,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L17
2097152B,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L102
2G,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,2,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
2V,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,4,4,4,4,4,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L3008
2kHz,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L98
3V,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,17,17,17,17,17,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L896
5256B,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L117
ADC,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,16,30,30,30,30,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/shared_header.h#L51
AVCC,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,3,3,3,3,3,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L5142
BB,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,2,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
BONE,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
BeagleBoard,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L39
BeagleBone,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,2,2,2,2,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/BeagleLogic/beaglelogic-prudaq-setup.sh#L11
BeagleLogic,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,2,5,6,6,6,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/setup.sh#L30
CircuitDescription,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L11
DDR,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,13,16,16,16,16,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq_capture.c#L145
EMMC,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
GNU,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L37
GPIO,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,12,62,62,62,62,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq_capture.c#L174
HDMI,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,3,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L54
LED,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,23,23,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L446
LT,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
PC,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L31
PF,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,4,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L24
PRU,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,23,35,35,35,35,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/shared_header.h#L32
PRUDAQ,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,19,19,19,19,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq_capture.c#L18
SMA,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,4,4,4,4,4,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/eagle/daq-beaglebone.sch#L1587
SSH,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L33
TODO,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,-,-,-,-,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/dc139e088e41bfeba7e25f00fdb4af57b3bf3aec/src/shared_header.h#L24
USB,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L29
XXX,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,-,-,-,-,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L57
address:91800000,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L103
address:9f5c0000,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L128
agnd_vref,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L19
bone_capemgr,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,6,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/setup.sh#L43
debian:temppwd,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L42
eMMC,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L28
microSD,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,1,1,1,1,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L59
prudaq_capture,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,5,6,6,6,6,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq_capture.c#L187
uEnv,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,1,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/8ef53f45aab16a095edc50d1e144e191d13303c1/src/prudaq-00A0.dts#L56
username:password,wiki,QuickStart.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,https://github.com/google/prudaq/wiki/QuickStart/86cc73956362df739670a2904a84421280a3ca1c,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/QuickStart.md#L42
